iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
614,"((24, 12), ((28, 1), (28, 12)))","((25, 12), ((28, 1), (28, 12)))",West,"[((25, 12), ((28, 1), (28, 12))), ((23, 12), ((28, 1), (28, 12)))]","[((24, 12), ((28, 1), (28, 12))), ((28, 1), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((26, 9), ((28, 1), (28, 12)))]","[((28, 1), ((1, 1), (1, 12), (28, 1))), ((23, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((26, 9), ((28, 1), (28, 12)))]",614,68,34,102
615,"((28, 1), ((1, 1), (1, 12), (28, 1)))","((28, 2), ((1, 1), (1, 12)))",South,"[((28, 2), ((1, 1), (1, 12), (28, 1))), ((27, 1), ((1, 1), (1, 12), (28, 1)))]","[((28, 1), ((1, 1), (1, 12), (28, 1))), ((23, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((26, 9), ((28, 1), (28, 12)))]","[((23, 12), ((28, 1), (28, 12))), ((28, 2), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((26, 9), ((28, 1), (28, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1)))]",615,91,11,102
616,"((23, 12), ((28, 1), (28, 12)))","((24, 12), ((28, 1), (28, 12)))",West,"[((24, 12), ((28, 1), (28, 12))), ((22, 12), ((28, 1), (28, 12)))]","[((23, 12), ((28, 1), (28, 12))), ((28, 2), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((26, 9), ((28, 1), (28, 12))), ((27, 1), ((1, 1), (1, 12), (28, 1)))]","[((28, 2), ((1, 1), (1, 12), (28, 1))), ((22, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",616,69,33,102
617,"((28, 2), ((1, 1), (1, 12), (28, 1)))","((28, 1), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 3), ((1, 1), (1, 12), (28, 1))), ((28, 1), ((1, 1), (1, 12), (28, 1)))]","[((28, 2), ((1, 1), (1, 12), (28, 1))), ((22, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((22, 12), ((28, 1), (28, 12))), ((28, 3), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",617,92,10,102
618,"((22, 12), ((28, 1), (28, 12)))","((23, 12), ((28, 1), (28, 12)))",West,"[((23, 12), ((28, 1), (28, 12))), ((21, 12), ((28, 1), (28, 12)))]","[((22, 12), ((28, 1), (28, 12))), ((28, 3), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((28, 3), ((1, 1), (1, 12), (28, 1))), ((21, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",618,70,32,102
619,"((28, 3), ((1, 1), (1, 12), (28, 1)))","((28, 2), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 4), ((1, 1), (1, 12), (28, 1))), ((28, 2), ((1, 1), (1, 12), (28, 1)))]","[((28, 3), ((1, 1), (1, 12), (28, 1))), ((21, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((21, 12), ((28, 1), (28, 12))), ((28, 4), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",619,93,9,102
620,"((21, 12), ((28, 1), (28, 12)))","((22, 12), ((28, 1), (28, 12)))",West,"[((22, 12), ((28, 1), (28, 12))), ((20, 12), ((28, 1), (28, 12)))]","[((21, 12), ((28, 1), (28, 12))), ((28, 4), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((28, 4), ((1, 1), (1, 12), (28, 1))), ((20, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",620,71,31,102
621,"((28, 4), ((1, 1), (1, 12), (28, 1)))","((28, 3), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 5), ((1, 1), (1, 12), (28, 1))), ((28, 3), ((1, 1), (1, 12), (28, 1)))]","[((28, 4), ((1, 1), (1, 12), (28, 1))), ((20, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((20, 12), ((28, 1), (28, 12))), ((28, 5), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",621,94,8,102
622,"((20, 12), ((28, 1), (28, 12)))","((21, 12), ((28, 1), (28, 12)))",West,"[((21, 12), ((28, 1), (28, 12))), ((19, 12), ((28, 1), (28, 12)))]","[((20, 12), ((28, 1), (28, 12))), ((28, 5), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((28, 5), ((1, 1), (1, 12), (28, 1))), ((19, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",622,72,30,102
623,"((28, 5), ((1, 1), (1, 12), (28, 1)))","((28, 4), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 6), ((1, 1), (1, 12), (28, 1))), ((28, 4), ((1, 1), (1, 12), (28, 1)))]","[((28, 5), ((1, 1), (1, 12), (28, 1))), ((19, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((19, 12), ((28, 1), (28, 12))), ((28, 6), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",623,95,7,102
624,"((19, 12), ((28, 1), (28, 12)))","((20, 12), ((28, 1), (28, 12)))",West,"[((20, 12), ((28, 1), (28, 12))), ((18, 12), ((28, 1), (28, 12)))]","[((19, 12), ((28, 1), (28, 12))), ((28, 6), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((28, 6), ((1, 1), (1, 12), (28, 1))), ((18, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]",624,73,29,102
625,"((28, 6), ((1, 1), (1, 12), (28, 1)))","((28, 5), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 7), ((1, 1), (1, 12), (28, 1))), ((28, 5), ((1, 1), (1, 12), (28, 1))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((28, 6), ((1, 1), (1, 12), (28, 1))), ((18, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((15, 10), ((1, 1),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12)))]","[((18, 12), ((28, 1), (28, 12))), ((28, 7), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 10), ((1, 1),))]",625,96,6,102
626,"((18, 12), ((28, 1), (28, 12)))","((19, 12), ((28, 1), (28, 12)))",West,"[((18, 11), ((28, 1), (28, 12))), ((19, 12), ((28, 1), (28, 12))), ((17, 12), ((28, 1), (28, 12)))]","[((18, 12), ((28, 1), (28, 12))), ((28, 7), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 6), ((28, 12),)), ((27, 6), ((1, 1), (1, 12), (28, 1))), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((26, 9), ((28, 1), (28, 12))), ((15, 10), ((1, 1),))]","[((28, 7), ((1, 1), (1, 12), (28, 1))), ((17, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((26, 6), ((28, 12),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",626,74,28,102
627,"((28, 7), ((1, 1), (1, 12), (28, 1)))","((28, 6), ((1, 1), (1, 12), (28, 1)))",North,"[((28, 8), ((1, 1), (1, 12), (28, 1))), ((28, 6), ((1, 1), (1, 12), (28, 1)))]","[((28, 7), ((1, 1), (1, 12), (28, 1))), ((17, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((26, 6), ((28, 12),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((17, 12), ((28, 1), (28, 12))), ((28, 8), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((26, 6), ((28, 12),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",627,97,5,102
628,"((17, 12), ((28, 1), (28, 12)))","((18, 12), ((28, 1), (28, 12)))",West,"[((18, 12), ((28, 1), (28, 12))), ((16, 12), ((28, 1), (28, 12)))]","[((17, 12), ((28, 1), (28, 12))), ((28, 8), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((26, 6), ((28, 12),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]","[((28, 8), ((1, 1), (1, 12), (28, 1))), ((16, 12), ((28, 1), (28, 12))), ((16, 12), ((1, 1), (1, 12))), ((26, 10), ((1, 1), (1, 12))), ((26, 12), ((28, 12),)), ((28, 3), ((28, 1), (28, 12))), ((25, 4), ((28, 1),)), ((26, 3), ((28, 1),)), ((28, 7), ((1, 1), (1, 12))), ((26, 9), ((28, 1), (28, 12))), ((26, 6), ((28, 12),)), ((15, 2), ((1, 12),)), ((20, 7), ((1, 1),)), ((23, 12), ((28, 1),)), ((22, 5), ((1, 1), (1, 12))), ((9, 8), ((1, 12),)), ((11, 8), ((1, 12),)), ((21, 2), ((1, 1), (1, 12))), ((15, 1), ((1, 12),)), ((27, 1), ((1, 1), (1, 12), (28, 1))), ((15, 10), ((1, 1),)), ((18, 11), ((28, 1), (28, 12))), ((27, 6), ((1, 1), (1, 12), (28, 1)))]",628,75,27,102
